#	Temperatur 1 (°C)	Temperatur 2 (°C)	Temperatur 3 (°C)	Temperatur 4 (°C)	Temperatur 5 (°C)	Temperatur 6 (°C)	Temperatur 7 (°C)	Temperatur 8 (°C)
1	21.26	18.84	18.68	21.24	18.60	17.05	20.40	23.81
2	21.23	18.85	18.69	21.21	18.56	17.13	20.37	23.80
3	21.19	18.90	18.77	21.18	18.52	17.40	20.35	23.80
4	21.16	19.03	18.93	21.15	18.50	17.86	20.32	23.80
5	21.12	19.23	19.19	21.12	18.52	18.45	20.29	23.79
6	21.10	19.51	19.54	21.11	18.56	19.12	20.29	23.79
7	21.07	19.84	19.95	21.09	18.65	19.84	20.28	23.78
8	21.05	20.23	20.43	21.08	18.78	20.57	20.31	23.77
9	21.05	20.64	20.94	21.09	18.94	21.31	20.34	23.77
10	21.05	21.08	21.48	21.10	19.14	22.04	20.40	23.76
11	21.06	21.53	22.02	21.13	19.37	22.75	20.48	23.76
12	21.08	22.00	22.58	21.17	19.61	23.44	20.58	23.74
13	21.12	22.46	23.14	21.23	19.89	24.12	20.70	23.75
14	21.16	22.92	23.70	21.30	20.17	24.77	20.85	23.74
15	21.23	23.39	24.26	21.39	20.47	25.40	21.01	23.73
16	21.29	23.84	24.81	21.48	20.78	25.99	21.18	23.72
17	21.38	24.30	25.34	21.60	21.09	26.58	21.38	23.72
18	21.47	24.74	25.87	21.72	21.42	27.14	21.59	23.71
19	21.57	25.18	26.38	21.85	21.76	27.69	21.81	23.71
20	21.67	25.60	26.88	21.98	22.09	28.22	22.04	23.71
21	21.79	26.02	27.37	22.13	22.44	28.73	22.28	23.69
22	21.91	26.42	27.84	22.28	22.77	29.23	22.53	23.69
23	22.03	26.82	28.31	22.45	23.12	29.71	22.79	23.68
24	22.17	27.21	28.76	22.61	23.47	30.16	23.05	23.68
25	22.31	27.59	29.19	22.78	23.81	30.61	23.33	23.67
26	22.44	27.96	29.62	22.96	24.15	31.05	23.60	23.67
27	22.59	28.32	30.02	23.13	24.50	31.47	23.89	23.67
28	22.74	28.67	30.42	23.31	24.85	31.89	24.17	23.66
29	22.89	29.01	30.81	23.50	25.19	32.29	24.45	23.66
30	23.04	29.35	31.19	23.69	25.54	32.68	24.74	23.66
31	23.20	29.68	31.56	23.88	25.88	33.05	25.02	23.66
32	23.36	30.00	31.92	24.06	26.21	33.42	25.32	23.65
33	23.52	30.31	32.26	24.26	26.56	33.79	25.60	23.65
34	23.68	30.60	32.60	24.45	26.89	34.15	25.89	23.65
35	23.84	30.91	32.93	24.65	27.23	34.49	26.18	23.65
36	24.01	31.20	33.25	24.85	27.55	34.83	26.46	23.66
37	24.18	31.48	33.55	25.04	27.89	35.17	26.74	23.66
38	24.34	31.76	33.84	25.23	28.21	35.50	27.02	23.65
39	24.51	32.03	34.13	25.43	28.53	35.81	27.30	23.67
40	24.67	32.29	34.42	25.62	28.85	36.13	27.58	23.68
41	24.84	32.55	34.70	25.81	29.18	36.44	27.86	23.68
42	25.00	32.79	34.96	26.00	29.49	36.73	28.13	23.69
43	25.18	33.02	35.20	26.20	29.80	36.89	28.40	23.69
44	25.34	33.17	35.36	26.40	30.11	36.87	28.67	23.70
45	25.51	33.26	35.42	26.58	30.38	36.70	28.93	23.71
46	25.67	33.26	35.39	26.77	30.64	36.40	29.19	23.72
47	25.84	33.21	35.29	26.96	30.86	36.04	29.43	23.73
48	26.00	33.09	35.12	27.14	31.03	35.64	29.66	23.74
49	26.15	32.94	34.89	27.30	31.17	35.22	29.87	23.75
50	26.29	32.75	34.63	27.45	31.27	34.79	30.06	23.76
51	26.42	32.55	34.35	27.60	31.34	34.36	30.22	23.79
52	26.54	32.33	34.05	27.72	31.38	33.95	30.36	23.80
53	26.65	32.09	33.74	27.85	31.41	33.56	30.49	23.82
54	26.75	31.85	33.43	27.95	31.41	33.17	30.58	23.84
55	26.84	31.62	33.11	28.03	31.39	32.81	30.67	23.85
56	26.92	31.37	32.79	28.11	31.36	32.46	30.73	23.87
57	26.98	31.14	32.49	28.17	31.32	32.13	30.77	23.90
58	27.04	30.91	32.18	28.22	31.27	31.82	30.79	23.91
59	27.09	30.68	31.89	28.27	31.21	31.52	30.80	23.94
60	27.14	30.46	31.60	28.30	31.14	31.24	30.80	23.96
