22.9	1
23.4	1
25.4	1
26.2	2
28.8	2
30.3	3
31.5	4
31.9	4
31.9	4
32.8	6
33.4	7
33.7	9
34.1	11
35.5	75
36	24
36.2	20
36.6	14
36.6	13
37.1	9
37.2	8
37.4	8
39.2	4
39.8	4
40.6	4
41.7	3
44	2
46.9	1
