#f	U	dt
1000	18	0
8030	21	0
15010	28	0
20000	42	0
21000	50	0
22000	62	0.000001
23000	80	0.000001
24000	116	0.000002
25000	200	0.000003
25500	290	0.000004
26000	340	0.00001
26500	260	0.000015
27000	180	0.0000165
27500	140	0.0000165
28000	105	0.000017
29000	80	0.000017
30000	52	0.000017
31000	44	0.000017
32000	36	0.000017
33000	32	0.000017
